,Unnamed: 0,uid,date,app usage in morning,app usage in afternoon,app usage in evening,app usage in night,number of call in morning,number of call in afternoon,number of call in evening,number of call in night,number of Bluetooth contacts morning,number of Bluetooth contacts afternoon,number of Bluetooth contacts evening,number of Bluetooth contacts night,conversation in morning,conversation in afternoon,conversation in evening,conversation in night
414,1923,u36,2013-04-24,12,12,13,12,1,1,1,1,6,8,9,6,6.152222222222222,9.338888888888889,13.434999999999999,12.117500000000001
415,1924,u36,2013-04-25,11,11,12,11,1,1,1,1,1,6,6,5,0.0,3.3611111111111107,5.408730158730158,6.1038461538461535
416,1925,u36,2013-04-26,11,15,7,11,1,1,1,1,0,4,1,3,1.1222222222222222,3.4166666666666665,5.687719298245614,8.7375
417,1926,u36,2013-04-27,10,10,13,10,1,1,1,1,0,3,4,2,1.0,3.0250000000000004,4.2576923076923086,3.171111111111111
418,1927,u36,2013-04-28,14,14,15,16,1,1,1,1,1,2,5,5,0.0,3.5008333333333335,3.5625,4.435416666666667
419,1928,u36,2013-04-29,15,15,7,16,1,1,1,1,0,2,2,4,0.0,0.0,7.114444444444444,2.125
420,1929,u36,2013-04-30,10,14,14,10,1,1,1,1,5,4,3,3,11.766666666666666,9.213333333333333,6.453333333333333,4.485185185185185
421,1931,u36,2013-05-02,20,21,21,22,1,1,1,1,0,4,1,1,7.266666666666667,9.21078431372549,4.944871794871795,5.605555555555555
422,1932,u36,2013-05-03,18,19,26,18,1,1,1,1,0,3,4,1,1.3333333333333333,12.27,7.046296296296296,2.7071428571428577
423,1933,u36,2013-05-04,0,10,10,19,0,1,1,1,0,2,1,2,0.0,24.71,41.49791666666667,0.0
424,1934,u36,2013-05-05,4,8,10,9,1,1,1,1,0,5,4,2,0.0,4.388888888888889,25.166666666666664,10.033333333333331
425,1935,u36,2013-05-06,11,14,15,11,1,1,1,1,1,4,7,2,1.3333333333333333,5.432222222222221,3.375,8.658333333333333
426,1936,u36,2013-05-07,15,16,17,15,1,1,1,1,0,6,3,5,1.1666666666666667,3.1361111111111115,4.443859649122807,2.4145833333333337
427,1937,u36,2013-05-08,17,20,22,17,1,1,1,1,0,4,5,4,1.0833333333333335,4.64313725490196,6.246969696969697,4.761111111111111
428,1938,u36,2013-05-09,5,8,8,5,1,1,1,1,0,4,5,2,0.0,5.785714285714286,10.792307692307691,17.466666666666665
429,1939,u36,2013-05-10,8,8,9,8,1,1,1,1,1,3,4,4,0.0,11.705555555555554,7.88939393939394,5.940277777777777
430,1940,u36,2013-05-11,9,11,10,9,1,1,1,1,0,2,4,3,0.0,9.1875,10.333333333333334,7.216666666666666
431,1941,u36,2013-05-12,10,13,5,12,1,1,1,1,3,2,3,3,4.408333333333333,4.3428571428571425,2.3722222222222222,4.884090909090909
432,1942,u36,2013-05-13,5,9,10,6,1,1,1,1,1,5,3,5,0.0,0.0,4.843055555555555,0.0
433,1943,u36,2013-05-14,6,12,22,6,1,1,1,1,1,6,5,4,0.0,6.183333333333334,4.844166666666667,3.3266666666666667
434,1944,u36,2013-05-15,11,13,17,18,1,1,1,1,1,12,14,8,0.0,10.744047619047619,8.185,4.512500000000001
435,1945,u36,2013-05-16,16,17,19,18,1,1,1,1,1,13,27,9,0.0,4.127083333333333,1.1666666666666667,3.5541666666666667
436,1947,u36,2013-05-18,14,2,2,15,1,1,1,1,1,6,17,3,0.0,3.5797619047619045,8.213333333333335,0.0
437,1948,u36,2013-05-19,3,4,5,2,1,1,1,1,2,11,5,3,1.35,3.8444444444444446,3.4083333333333337,3.9083333333333337
438,1949,u36,2013-05-20,2,6,7,2,1,1,1,1,1,0,0,7,0.0,3.243333333333333,6.578947368421052,4.903030303030302
439,1950,u36,2013-05-21,3,9,6,9,1,1,1,1,4,9,5,3,1.0166666666666666,5.45,9.734920634920636,6.916666666666666
440,1951,u36,2013-05-22,7,10,13,7,1,1,1,1,4,9,0,7,0.0,3.5933333333333324,5.32,6.1000000000000005
441,1956,u36,2013-05-27,4,8,9,15,1,1,1,1,1,6,13,3,8.066666666666666,4.029166666666667,8.517708333333335,2.9083333333333337
442,1957,u36,2013-05-28,9,5,6,9,1,1,1,1,3,3,6,6,0.0,5.259523809523809,3.728125,2.075
443,1958,u36,2013-05-29,7,9,8,7,1,1,1,1,3,16,6,7,2.2,9.279710144927538,4.978703703703704,3.9930555555555554
444,1959,u36,2013-05-30,8,8,8,9,1,1,1,1,1,10,10,6,0.0,6.2518518518518515,7.52063492063492,14.889999999999997
445,1960,u36,2013-05-31,1,3,2,8,1,1,1,1,2,21,22,12,0.0,5.0216666666666665,8.776190476190475,15.983333333333334
446,1961,u36,2013-06-01,3,6,8,3,1,1,1,1,0,0,0,17,0.0,0.0,0.0,6.252777777777776
447,2293,u46,2013-03-31,0,0,25,0,0,0,3,0,0,0,5,0,0.0,0.0,11.038888888888888,0.0
448,2294,u46,2013-04-01,19,26,21,22,1,1,4,3,2,6,7,4,5.454166666666667,7.799999999999998,10.941666666666665,45.02222222222222
449,2295,u46,2013-04-02,21,24,29,19,1,1,3,3,2,7,11,10,7.616666666666667,8.677083333333332,8.859090909090908,14.552380952380952
450,2296,u46,2013-04-03,23,39,36,26,1,1,4,1,6,12,8,12,0.0,13.869166666666668,10.183950617283951,6.317619047619048
451,2297,u46,2013-04-04,35,26,25,35,3,2,3,1,7,5,4,6,11.483333333333333,4.705555555555556,16.099999999999998,38.645833333333336
452,2298,u46,2013-04-05,23,26,26,22,1,1,3,2,1,8,5,6,3.5833333333333335,19.435897435897438,13.257291666666667,14.783333333333335
453,2299,u46,2013-04-06,25,25,29,26,1,1,1,2,0,1,3,1,7.766666666666666,0.0,18.389999999999997,32.63333333333334
454,2300,u46,2013-04-07,9,10,14,9,1,1,2,3,3,3,3,6,2.933333333333333,3.842592592592593,3.4384615384615387,14.358333333333334
455,2301,u46,2013-04-08,8,17,18,16,1,1,3,3,2,11,7,8,0.0,25.5962962962963,6.3055555555555545,10.447368421052632
456,2302,u46,2013-04-09,18,21,21,21,1,1,3,2,1,5,4,4,0.0,9.269047619047617,16.92,13.109523809523811
457,2303,u46,2013-04-10,18,19,20,18,1,3,2,2,1,7,5,4,2.8666666666666667,10.151851851851852,28.44777777777778,11.13148148148148
458,2304,u46,2013-04-11,20,21,20,19,1,1,1,2,1,4,6,2,2.9333333333333336,6.816666666666667,4.389506172839507,52.38333333333333
459,2305,u46,2013-04-12,19,24,27,22,1,1,4,5,2,8,11,6,0.0,18.16363636363636,8.225,10.241176470588234
460,2306,u46,2013-04-13,14,16,27,13,1,2,4,3,1,1,3,5,0.925,0.0,9.91547619047619,11.219444444444445
461,2307,u46,2013-04-14,16,21,24,20,1,1,1,3,1,2,4,7,8.08611111111111,8.354761904761904,6.154166666666667,19.361666666666668
462,2308,u46,2013-04-15,20,28,25,20,1,2,2,2,1,6,3,8,0.0,14.623333333333331,13.211904761904762,7.847058823529412
463,2309,u46,2013-04-16,23,28,28,25,1,3,2,1,1,4,7,3,3.3583333333333334,3.6770833333333335,17.24047619047619,17.328333333333333
464,2310,u46,2013-04-17,28,27,32,30,1,1,1,1,1,5,5,6,9.911111111111111,20.061111111111114,11.778205128205128,13.648333333333332
465,2311,u46,2013-04-18,20,27,36,34,1,2,4,2,2,3,7,5,0.0,7.608333333333333,18.03611111111111,45.195833333333326
466,2312,u46,2013-04-19,5,11,13,28,1,2,7,3,1,8,7,6,0.0,15.283333333333333,10.856140350877196,18.267857142857142
467,2313,u46,2013-04-20,11,17,20,16,1,4,2,2,1,4,8,4,0.0,8.15,9.144736842105264,0.0
468,2314,u46,2013-04-21,17,20,18,23,1,1,1,1,3,1,5,2,0.0,0.0,0.0,8.68888888888889
469,2315,u46,2013-04-22,21,27,27,21,1,3,2,2,5,10,6,4,3.352777777777778,0.0,20.69861111111111,53.71666666666667
470,2316,u46,2013-04-23,19,20,25,24,1,1,3,2,1,4,6,6,3.0166666666666666,5.314583333333333,10.206666666666669,15.961666666666668
471,2317,u46,2013-04-24,14,7,13,14,1,1,3,4,2,4,9,7,1.3333333333333333,0.0,4.570833333333334,32.23833333333333
472,2318,u46,2013-04-25,17,16,13,18,1,1,3,3,1,3,6,7,14.446666666666667,0.0,7.225,13.953703703703702
473,2319,u46,2013-04-26,4,25,21,16,1,1,3,2,2,8,6,6,0.0,16.262121212121215,15.395370370370367,2.85
474,2320,u46,2013-04-27,7,11,19,20,1,2,2,1,1,4,12,8,0.0,0.0,16.944444444444443,13.306410256410258
475,2321,u46,2013-04-28,2,5,14,19,1,1,2,1,0,4,7,7,0.0,8.285714285714286,8.268421052631581,2.896153846153846
476,2322,u46,2013-04-29,9,14,28,19,1,1,3,2,2,5,9,4,2.7750000000000004,6.374074074074075,5.984848484848485,10.85793650793651
477,2323,u46,2013-04-30,19,6,9,19,2,1,2,1,2,1,0,5,0.0,0.0,7.372549019607843,13.720238095238098
478,2324,u46,2013-05-01,5,15,20,10,1,1,3,2,0,9,12,1,0.0,30.560000000000002,6.746428571428571,9.312222222222223
479,2325,u46,2013-05-02,3,16,23,15,1,1,2,2,0,6,9,2,6.733333333333333,7.266666666666666,11.104444444444443,40.729166666666664
480,2326,u46,2013-05-03,18,23,23,23,1,1,3,3,0,5,4,7,5.625,7.565942028985508,9.395555555555555,12.275396825396824
481,2327,u46,2013-05-04,21,22,17,23,1,1,4,2,1,1,7,5,0.0,10.23,18.775,20.318181818181817
482,2328,u46,2013-05-05,14,17,16,20,1,2,4,2,1,3,5,6,13.888888888888888,7.842424242424243,11.793589743589742,21.673809523809524
483,2329,u46,2013-05-06,16,20,20,17,1,2,1,1,1,9,7,6,0.0,6.5025641025641026,12.08974358974359,6.665942028985506
484,2330,u46,2013-05-07,5,11,15,21,1,1,2,2,1,7,2,4,2.183333333333333,5.131666666666666,19.551190476190477,14.155000000000001
485,2331,u46,2013-05-08,17,20,21,15,1,1,3,2,1,6,11,5,1.0,6.529166666666668,18.49375,20.916666666666664
486,2332,u46,2013-05-09,20,20,20,23,1,1,4,1,2,2,4,2,4.070833333333333,12.925,6.366666666666666,51.949999999999996
487,2333,u46,2013-05-10,24,23,28,21,1,1,6,3,0,10,5,6,0.0,12.11547619047619,17.461904761904762,11.106410256410259
488,2334,u46,2013-05-11,3,5,17,23,1,1,3,3,1,2,10,2,3.8583333333333334,1.85,17.449122807017545,46.125
489,2335,u46,2013-05-12,25,25,31,26,3,2,3,4,1,3,10,7,3.9138888888888883,36.483333333333334,10.5525,14.020833333333332
490,2336,u46,2013-05-13,29,29,36,33,1,1,2,3,1,2,5,5,11.691666666666666,6.333333333333333,5.424747474747474,10.147619047619047
491,2337,u46,2013-05-14,33,31,35,37,1,1,4,5,0,4,5,6,1.8499999999999999,7.593333333333334,10.770000000000001,5.240666666666666
492,2338,u46,2013-05-15,28,32,30,32,1,1,2,3,0,6,4,6,0.0,8.907142857142855,6.932222222222223,0.6666666666666666
493,2339,u46,2013-05-16,26,31,32,29,1,2,3,3,3,5,9,5,4.847619047619047,57.175,15.672916666666667,20.408333333333335
494,2340,u46,2013-05-17,27,29,26,28,1,1,3,1,2,2,9,4,12.666666666666666,3.9499999999999997,21.709722222222226,21.361111111111114
495,2341,u46,2013-05-18,29,10,19,27,1,1,3,2,3,2,5,4,11.605555555555554,8.463333333333333,6.26140350877193,36.88571428571429
496,2342,u46,2013-05-19,6,12,21,6,1,1,2,1,2,2,9,1,24.116666666666664,11.503333333333334,6.875,6.808888888888887
497,2343,u46,2013-05-20,25,28,27,28,1,1,3,2,2,3,10,3,9.320000000000002,10.5875,10.998809523809523,8.224074074074075
498,2344,u46,2013-05-21,24,28,28,26,1,4,3,1,1,5,9,4,8.04,12.077777777777778,15.986904761904764,48.581250000000004
499,2345,u46,2013-05-22,10,5,11,35,1,1,4,4,1,24,29,19,41.083333333333336,0.0,8.338888888888889,11.041666666666668
500,2346,u46,2013-05-23,6,15,14,12,2,4,2,3,3,20,10,18,33.083333333333336,4.433333333333334,20.5,0.0
501,2349,u47,2013-03-28,0,0,5,0,0,0,1,0,0,0,4,0,0.0,0.0,17.66904761904762,0.0
502,2350,u47,2013-03-29,5,8,8,5,1,1,1,1,0,2,4,2,0.0,31.84666666666667,5.669230769230769,5.725
503,2351,u47,2013-03-30,8,8,8,8,1,1,1,1,0,0,0,1,0.0,3.833333333333333,1.1666666666666667,7.233333333333333
504,2352,u47,2013-03-31,8,8,8,8,1,1,1,1,0,0,2,1,0.0,0.0,3.4277777777777776,2.35
505,2353,u47,2013-04-01,8,13,12,8,1,1,1,1,0,8,7,2,0.0,3.5395833333333333,2.6958333333333337,4.4
506,2354,u47,2013-04-02,12,12,0,12,1,1,0,1,0,0,0,1,0.0,0.0,0.0,7.916666666666667
507,2355,u47,2013-04-03,0,0,5,0,0,0,1,0,0,0,4,0,0.0,0.0,6.916666666666667,0.0
508,2356,u47,2013-04-04,6,6,6,8,1,1,1,1,0,7,2,1,12.966666666666667,2.6958333333333333,3.4699999999999998,5.6875
509,2357,u47,2013-04-05,5,5,5,6,1,1,1,1,0,5,3,1,2.7916666666666665,3.7583333333333337,8.07051282051282,2.525641025641026
510,2358,u47,2013-04-08,0,0,1,0,0,0,1,0,0,0,2,0,0.0,0.0,2.533333333333333,0.0
511,2359,u47,2013-04-11,3,3,3,3,1,1,1,1,0,8,5,1,0.0,5.108333333333333,4.297222222222222,3.875
512,2360,u47,2013-04-12,3,3,5,3,1,1,1,1,0,4,5,1,0.0,3.3666666666666667,7.001190476190475,3.533333333333333
513,2361,u47,2013-04-13,10,11,17,8,1,1,1,1,1,1,1,3,0.0,3.0250000000000004,3.119230769230769,13.477083333333333
514,2362,u47,2013-04-14,9,8,8,16,1,1,1,1,1,0,1,1,1.822222222222222,1.6833333333333333,7.513888888888889,2.5555555555555554
515,2363,u47,2013-04-15,8,9,11,8,1,1,1,1,0,4,6,1,10.433333333333334,17.996666666666666,3.5791666666666666,6.616666666666666
516,2364,u47,2013-04-16,9,9,9,9,1,1,1,1,0,4,3,1,3.1916666666666664,1.6,5.844444444444445,4.016666666666667
517,2365,u47,2013-04-17,2,2,2,2,1,1,1,1,0,4,7,1,8.75,2.522222222222222,3.8833333333333337,2.1500000000000004
518,2366,u47,2013-04-18,2,2,7,2,1,1,1,1,0,7,4,2,7.75,2.022222222222222,3.7027777777777775,5.095833333333333
519,2367,u47,2013-04-19,5,5,5,5,1,1,1,1,1,7,7,1,8.416666666666666,11.108333333333334,7.378333333333333,15.333333333333334
520,2368,u47,2013-04-20,1,2,3,5,1,1,1,1,0,0,5,3,0.0,0.0,2.767708333333333,8.898333333333335
521,2369,u47,2013-04-21,3,3,4,4,1,1,1,1,1,1,3,3,0.0,3.652777777777778,3.116666666666667,13.021428571428572
522,2370,u47,2013-04-22,6,8,9,4,1,1,1,1,2,1,10,1,5.03974358974359,21.15,3.9807692307692304,3.2069444444444444
523,2371,u47,2013-04-23,5,5,5,5,1,1,1,1,0,4,5,1,10.783333333333333,3.075,2.4694444444444446,2.966666666666667
524,2372,u47,2013-04-24,0,0,2,0,0,0,1,0,0,0,5,0,0.0,0.0,1.725,0.0
525,2373,u47,2013-04-25,0,0,0,2,0,0,0,1,0,0,0,3,0.0,0.0,0.0,16.509999999999998
526,2374,u47,2013-04-27,3,4,4,3,1,1,1,1,1,0,2,1,0.0,8.75,5.301282051282052,2.072222222222222
527,2375,u47,2013-04-28,3,3,3,6,1,1,1,1,0,0,0,2,0.0,0.0,0.0,6.283333333333333
528,2376,u47,2013-04-29,3,1,8,3,1,1,1,1,0,3,8,0,0.0,0.0,11.56190476190476,0.0
529,2377,u47,2013-04-30,3,3,3,7,1,1,1,1,0,4,5,2,6.9,3.2,16.333333333333332,5.178260869565218
530,2378,u47,2013-05-01,0,0,0,3,0,0,0,1,0,0,0,3,0.0,0.0,0.0,4.861111111111111
531,2380,u47,2013-05-03,2,3,4,4,1,1,1,1,0,7,6,1,9.266666666666667,16.677777777777777,5.731818181818182,3.875
532,2383,u47,2013-05-06,4,0,0,4,1,0,0,1,1,0,0,3,4.379166666666666,0.0,0.0,3.3466666666666662
533,2384,u47,2013-05-12,0,0,3,8,0,0,1,1,0,0,2,2,0.0,0.0,2.5833333333333335,5.245098039215686
534,2385,u47,2013-05-13,0,0,0,3,0,0,0,1,0,0,0,4,0.0,0.0,0.0,7.620833333333334
535,2386,u47,2013-05-15,0,6,0,6,0,1,0,1,0,3,0,0,0.0,4.791666666666666,0.0,0.8333333333333334
536,2387,u47,2013-05-17,0,0,2,0,0,0,1,0,0,0,2,0,0.0,0.0,14.316666666666666,0.0
537,2388,u47,2013-05-18,7,7,7,8,1,1,1,1,0,0,2,4,2.7,1.0,7.364285714285714,5.55
538,2389,u47,2013-05-19,7,10,10,7,1,1,1,1,1,0,5,1,13.904166666666667,1.9333333333333331,5.6462962962962955,41.455555555555556
539,2390,u47,2013-05-20,3,20,10,12,1,1,1,1,0,0,8,5,7.25,2.522222222222222,7.463333333333333,8.847222222222223
540,2391,u47,2013-05-21,5,10,9,12,1,1,1,1,0,9,6,3,1.85,9.805,30.418518518518518,5.577083333333333
541,2392,u47,2013-05-22,7,9,10,15,1,1,1,1,0,2,11,4,0.0,3.375,4.431481481481481,13.588888888888889
542,2393,u47,2013-05-23,6,16,13,12,1,1,1,1,0,4,13,5,1.2666666666666666,10.727777777777776,6.416666666666667,7.036666666666667
543,2394,u47,2013-05-24,7,19,17,24,1,1,1,1,0,3,4,2,3.533333333333333,5.308333333333334,17.324242424242424,4.995238095238094
544,2395,u47,2013-05-25,11,10,12,18,1,1,1,1,0,0,4,2,0.0,14.566666666666666,4.504166666666667,4.181372549019608
545,2396,u47,2013-05-26,10,11,18,20,1,1,1,1,0,0,7,2,0.0,3.291666666666667,6.570289855072464,4.404761904761904
546,2397,u47,2013-05-27,10,20,13,15,1,1,1,1,0,4,11,3,0.0,2.9027777777777772,8.736904761904762,12.072549019607845
547,2398,u47,2013-05-28,5,13,23,16,1,1,1,1,0,4,8,4,0.0,4.32037037037037,3.846031746031746,5.27888888888889
548,2399,u47,2013-05-29,15,17,11,23,1,1,1,1,1,11,3,4,18.320833333333333,4.698809523809524,7.066666666666666,15.259649122807017
549,2400,u47,2013-05-30,0,0,0,6,0,0,0,1,0,0,0,1,0.0,0.0,0.0,4.769444444444444
550,2405,u49,2013-03-28,0,0,29,0,0,1,2,0,0,0,1,0,0.0,0.0,8.218518518518518,0.0
551,2406,u49,2013-03-29,28,10,7,26,1,2,1,2,0,1,1,1,0.0,7.1574074074074066,14.961538461538463,12.466666666666665
552,2407,u49,2013-03-30,7,6,10,8,1,1,2,2,1,1,1,1,0.0,1.9444444444444446,10.098611111111111,22.59
553,2408,u49,2013-03-31,10,11,15,10,2,1,1,1,1,1,1,1,1.6388888888888886,15.366666666666665,6.022916666666667,4.375
554,2409,u49,2013-04-01,20,20,25,20,1,2,3,2,1,1,1,1,1.8944444444444442,7.338888888888889,2.8874999999999997,1.5166666666666666
555,2410,u49,2013-04-02,24,24,27,24,1,2,1,1,1,1,1,1,1.2833333333333334,8.516666666666667,4.798148148148147,6.583333333333333
556,2411,u49,2013-04-03,4,7,15,5,1,2,2,1,1,1,1,1,8.197619047619048,19.137500000000003,3.227777777777778,0.0
557,2412,u49,2013-04-04,5,12,22,19,1,2,3,1,1,1,1,1,5.973809523809523,7.163636363636363,4.456666666666667,7.941666666666666
558,2413,u49,2013-04-05,8,13,17,9,2,1,4,1,1,1,1,1,0.0,0.0,6.3566666666666665,0.0
559,2414,u49,2013-04-06,11,4,13,14,1,1,2,1,0,1,1,1,0.0,3.9547619047619045,11.920370370370371,1.111111111111111
560,2415,u49,2013-04-07,13,13,17,13,1,1,3,1,1,1,1,1,0.0,0.0,1.9312500000000001,4.111111111111111
561,2416,u49,2013-04-08,7,7,9,6,2,4,3,2,1,1,1,1,3.716666666666667,10.856060606060607,9.097619047619046,8.776666666666667
562,2417,u49,2013-04-09,12,14,19,15,1,4,3,1,1,1,1,1,1.1833333333333333,6.212962962962964,2.292857142857143,3.5149999999999997
563,2418,u49,2013-04-10,14,17,22,18,1,2,2,2,1,1,1,1,1.5166666666666666,17.214285714285715,4.445238095238095,9.533333333333333
564,2419,u49,2013-04-11,17,21,26,18,1,3,4,3,1,1,1,1,5.8933333333333335,7.492156862745098,18.65416666666667,11.127777777777778
565,2420,u49,2013-04-12,13,27,16,21,2,4,2,1,1,1,1,1,2.6527777777777772,5.133333333333334,0.0,22.15
566,2422,u49,2013-04-14,7,9,9,32,2,2,2,1,1,0,1,1,0.0,4.178571428571429,2.5083333333333333,0.0
567,2423,u49,2013-04-15,4,8,11,16,1,3,3,1,1,1,1,1,8.766666666666667,15.942857142857141,4.0212121212121215,1.8583333333333332
568,2424,u49,2013-04-16,11,13,16,12,1,2,3,1,1,1,1,1,0.0,6.214814814814814,4.857142857142857,2.6619047619047618
569,2425,u49,2013-04-17,4,9,11,18,1,2,5,1,1,1,1,1,0.0,8.042307692307691,1.2833333333333334,3.513333333333334
570,2426,u49,2013-04-18,11,13,14,12,1,3,3,3,1,1,1,1,0.0,13.613888888888892,0.0,3.2294871794871796
571,2427,u49,2013-04-19,13,8,5,13,1,3,2,1,1,1,1,1,0.0,16.706666666666667,3.9214285714285713,0.0
572,2428,u49,2013-04-20,4,3,3,4,1,1,1,1,1,1,1,1,13.708333333333334,3.0541666666666667,5.544047619047619,28.03333333333333
573,2429,u49,2013-04-21,11,13,22,11,1,1,2,2,1,1,1,1,2.720833333333333,19.21388888888889,1.5,2.591666666666667
574,2430,u49,2013-04-22,17,27,12,21,1,2,2,1,1,1,1,1,0.0,5.688461538461539,17.02916666666667,4.938888888888888
575,2431,u49,2013-04-23,0,9,12,15,0,3,3,2,0,1,1,1,0.0,13.216666666666669,1.6666666666666667,3.2583333333333333
576,2432,u49,2013-04-24,4,7,7,10,1,1,3,1,1,1,1,1,4.937121212121212,6.302777777777777,2.3,1.6833333333333333
577,2433,u49,2013-04-25,9,18,19,7,1,3,2,2,1,1,1,1,4.016666666666667,11.365384615384617,6.803703703703703,5.788095238095239
578,2434,u49,2013-04-26,18,20,19,19,1,2,1,2,1,1,1,1,1.2083333333333335,10.14861111111111,2.45,14.479166666666666
579,2435,u49,2013-04-27,21,0,5,21,1,0,1,1,1,0,0,1,0.0,0.0,0.0,3.2
580,2440,u49,2013-05-12,14,14,14,0,1,1,1,0,3,9,6,0,2.5900000000000003,3.5716666666666668,5.813095238095237,0.0
581,2441,u49,2013-05-13,18,13,15,15,1,1,1,1,10,10,7,1,11.018518518518517,10.366666666666667,6.790000000000001,2.9
582,2442,u49,2013-05-14,16,14,18,15,1,1,1,1,11,19,9,2,20.252777777777776,13.243055555555555,6.992857142857143,0.0
583,2443,u49,2013-05-15,14,16,19,15,1,1,1,1,4,14,14,11,36.47916666666667,12.857575757575757,11.557777777777778,7.728571428571428
584,2444,u49,2013-05-16,18,20,17,18,1,1,1,1,5,10,7,7,17.30185185185185,11.846078431372547,5.4625,6.773529411764706
585,2445,u49,2013-05-17,25,21,21,17,1,1,1,1,7,22,23,4,3.908333333333333,13.204761904761904,34.322222222222216,5.612500000000001
586,2446,u49,2013-05-18,27,24,30,18,1,1,1,1,2,2,12,4,1.0166666666666666,7.075925925925926,10.39090909090909,0.0
587,2447,u49,2013-05-19,20,29,19,22,1,1,1,1,12,14,35,19,12.268333333333333,4.0,11.296825396825394,16.258333333333333
588,2448,u49,2013-05-20,19,19,17,20,1,1,1,1,27,27,31,3,8.652380952380952,7.356140350877192,8.318750000000001,4.764814814814816
589,2449,u49,2013-05-21,18,25,23,16,1,1,1,1,19,46,18,2,9.968518518518518,10.744736842105263,28.57833333333333,0.0
590,2450,u49,2013-05-22,22,22,17,21,1,1,1,1,23,37,10,16,10.100980392156863,15.02111111111111,3.138888888888889,6.133333333333334
591,2451,u49,2013-05-23,19,19,19,23,1,1,1,1,36,39,17,19,18.83809523809524,13.590476190476192,11.7,6.622222222222223
592,2452,u49,2013-05-24,12,16,9,13,1,1,1,1,13,15,31,2,15.883333333333333,8.349999999999998,25.00238095238095,3.075
593,2453,u49,2013-05-25,13,19,17,23,1,3,1,3,2,18,23,10,4.458333333333334,16.682407407407403,28.016666666666662,7.60625
594,2454,u49,2013-05-26,9,30,27,19,1,1,2,2,6,15,16,9,5.833333333333332,9.205729166666666,7.967424242424243,30.41875
595,2455,u49,2013-05-27,12,33,29,15,1,1,1,3,20,49,47,5,32.229166666666664,12.461666666666666,8.294,5.199999999999999
596,2456,u49,2013-05-28,18,28,32,15,1,3,1,1,37,57,30,8,10.625925925925925,10.02111111111111,9.153225806451614,4.038541666666667
597,2457,u49,2013-05-29,37,22,31,37,1,1,2,1,38,34,23,14,1.1666666666666667,6.048333333333334,2.091666666666667,4.769565217391304
598,2458,u49,2013-05-30,20,24,22,19,1,4,1,1,27,32,12,11,7.391666666666666,8.77716049382716,7.2631578947368425,2.5166666666666666
599,2459,u49,2013-05-31,16,19,25,33,1,3,6,1,24,33,45,30,6.956249999999999,7.63641975308642,8.637500000000001,6.110526315789474
600,2460,u49,2013-06-01,10,6,11,13,1,1,1,1,0,0,0,10,0.0,0.0,0.0,2.6969696969696972
601,2471,u50,2013-03-28,0,8,10,0,0,0,2,0,0,1,3,0,0.0,0.0,5.5436507936507935,0.0
602,2472,u50,2013-03-29,9,10,11,11,1,1,1,2,2,5,4,3,0.0,24.82777777777778,10.877450980392156,5.076666666666666
603,2473,u50,2013-03-30,10,10,2,10,1,1,1,1,3,2,1,3,0.0,0.0,5.716666666666667,7.9
604,2474,u50,2013-03-31,4,6,5,8,1,1,1,2,0,5,4,0,1.85,6.766666666666666,9.672500000000001,7.458974358974359
605,2475,u50,2013-04-01,7,8,6,5,1,2,2,1,1,5,5,3,22.783333333333335,14.966666666666667,6.253571428571428,7.078888888888889
606,2476,u50,2013-04-02,4,5,9,5,1,2,2,2,0,3,4,0,0.0,4.256060606060607,6.679487179487179,0.0
607,2477,u50,2013-04-03,5,6,6,6,1,1,1,1,0,2,7,6,0.0,11.872222222222222,7.208333333333333,5.044444444444445
608,2478,u50,2013-04-04,6,6,9,6,1,1,1,1,0,5,3,3,0.6833333333333333,8.320833333333333,7.179761904761905,6.716666666666667
609,2479,u50,2013-04-05,1,2,3,8,1,1,1,2,0,3,5,2,0.0,10.902380952380954,7.502380952380952,4.220833333333333
610,2480,u50,2013-04-06,3,3,4,3,1,1,1,2,0,1,3,2,0.0,0.0,7.0055555555555555,9.8125
611,2481,u50,2013-04-07,5,5,6,7,1,1,1,1,2,1,2,1,0.0,0.0,0.0,4.699999999999999
612,2482,u50,2013-04-08,6,7,9,6,1,1,1,1,1,4,4,1,0.0,32.03888888888889,6.721874999999999,2.977272727272727
613,2483,u50,2013-04-09,7,7,8,8,1,1,1,1,0,1,2,3,0.0,0.0,5.504444444444443,4.727450980392157
614,2484,u50,2013-04-10,6,7,7,8,1,1,1,2,0,2,2,1,0.0,30.716666666666665,5.295454545454545,3.112745098039216
615,2485,u50,2013-04-11,6,6,7,6,1,1,1,3,1,4,2,1,0.0,13.629999999999999,9.95185185185185,5.741666666666666
616,2486,u50,2013-04-12,4,5,6,6,1,1,1,1,1,1,5,1,0.0,12.283333333333333,9.926190476190474,6.555555555555556
617,2487,u50,2013-04-13,5,6,7,5,1,1,1,1,1,0,1,4,0.0,1.5166666666666666,5.9944444444444445,3.896666666666666
618,2488,u50,2013-04-14,5,5,5,5,1,1,1,1,1,1,1,1,0.0,3.8111111111111113,3.8178571428571426,5.8
619,2489,u50,2013-04-15,6,6,8,7,1,1,1,1,1,6,5,1,1.0166666666666666,11.536363636363635,6.269230769230769,3.8395833333333336
620,2490,u50,2013-04-16,3,3,9,3,1,1,1,1,1,1,3,1,0.0,1.1666666666666667,7.516666666666667,2.9142857142857137
