,uid,date,app usage in morning,app usage in afternoon,app usage in evening,app usage in night
1375,u24,2013-03-29,17,20,10,18
1376,u24,2013-03-30,10,11,19,10
1377,u24,2013-03-31,13,14,14,13
1378,u24,2013-04-01,18,18,18,19
1379,u24,2013-04-02,18,18,23,18
1380,u24,2013-04-03,19,19,19,23
1381,u24,2013-04-04,11,12,13,11
1382,u24,2013-04-05,3,4,7,3
1383,u24,2013-04-06,1,3,3,6
1384,u24,2013-04-07,3,3,3,3
1385,u24,2013-04-08,3,3,13,3
1386,u24,2013-04-09,7,7,13,20
1387,u24,2013-04-10,12,12,12,12
1388,u24,2013-04-11,12,12,14,12
1389,u24,2013-04-12,17,18,18,36
1390,u24,2013-04-13,18,19,29,18
1391,u24,2013-04-14,17,16,22,16
1392,u24,2013-04-15,19,19,22,19
1393,u24,2013-04-16,28,26,33,26
1394,u24,2013-04-17,33,25,14,50
1395,u24,2013-04-18,10,10,13,7
1396,u24,2013-04-19,15,16,17,13
1397,u24,2013-04-20,18,10,20,18
1398,u24,2013-04-21,5,12,12,18
1399,u24,2013-04-22,13,15,25,21
1400,u24,2013-04-23,18,16,26,26
1401,u24,2013-04-24,20,20,20,18
1402,u24,2013-04-25,21,20,20,22
1403,u24,2013-04-26,5,5,8,24
1404,u24,2013-04-27,4,4,4,4
1405,u25,2013-03-24,5,4,4,7
1406,u25,2013-03-25,4,4,4,4
1407,u25,2013-03-26,4,4,0,4
1408,u25,2013-03-27,0,2,4,0
1409,u25,2013-03-28,0,4,2,6
1410,u25,2013-03-29,0,2,2,2
1411,u25,2013-03-30,1,3,3,2
1412,u25,2013-03-31,1,2,5,2
1413,u25,2013-04-01,2,3,3,9
1414,u25,2013-04-02,1,2,4,3
1415,u25,2013-04-03,0,4,5,3
1416,u25,2013-04-04,0,4,3,6
1417,u25,2013-04-05,0,2,4,3
1418,u25,2013-04-06,1,2,2,4
1419,u25,2013-04-07,2,2,2,2
1420,u25,2013-04-08,0,3,3,2
1421,u25,2013-04-09,2,2,2,4
1422,u25,2013-04-10,0,4,2,2
1423,u25,2013-04-11,0,4,4,3
1424,u25,2013-04-12,0,1,6,3
1425,u25,2013-04-13,4,6,8,4
1426,u25,2013-04-14,0,0,2,5
1427,u25,2013-04-15,5,5,6,8
1428,u25,2013-04-16,4,5,0,6
1429,u25,2013-04-17,0,1,2,0
1430,u25,2013-04-18,1,2,2,4
1431,u25,2013-04-19,2,2,2,2
1432,u25,2013-04-20,2,0,1,2
1433,u25,2013-04-21,2,3,3,3
1434,u25,2013-04-22,2,4,4,4
1435,u25,2013-04-23,0,2,2,8
1436,u25,2013-04-24,2,2,2,2
1437,u25,2013-04-26,0,2,2,0
1438,u25,2013-04-27,2,2,2,2
1439,u25,2013-04-28,0,0,0,2
1440,u25,2013-04-29,1,2,2,1
1441,u25,2013-04-30,3,4,4,8
1442,u25,2013-05-01,0,0,0,4
1443,u25,2013-05-02,0,0,0,4
1444,u25,2013-05-03,0,15,12,0
1445,u25,2013-05-04,0,0,0,4
1446,u25,2013-05-05,2,2,2,2
1447,u25,2013-05-06,1,0,0,6
1448,u25,2013-05-13,0,0,0,2
1449,u25,2013-05-15,4,8,5,4
1450,u25,2013-05-16,0,0,0,5
1451,u25,2013-05-24,0,0,2,0
1452,u25,2013-05-25,2,0,1,4
1453,u25,2013-05-26,0,0,6,0
1454,u25,2013-05-27,0,0,1,6
1455,u25,2013-05-28,0,0,2,0
1456,u25,2013-05-29,8,0,0,3
1457,u27,2013-03-24,6,4,4,5
1458,u27,2013-03-25,4,4,4,4
1459,u27,2013-03-26,4,4,0,4
1460,u27,2013-03-27,0,2,9,0
1461,u27,2013-03-28,0,8,21,9
1462,u27,2013-03-29,7,10,14,17
1463,u27,2013-03-30,5,5,15,14
1464,u27,2013-03-31,7,7,15,7
1465,u27,2013-04-01,6,11,15,25
1466,u27,2013-04-02,5,8,14,11
1467,u27,2013-04-03,10,17,12,15
1468,u27,2013-04-04,7,10,8,10
1469,u27,2013-04-05,8,12,13,11
1470,u27,2013-04-06,9,9,13,11
1471,u27,2013-04-07,17,11,14,17
1472,u27,2013-04-08,9,11,9,8
1473,u27,2013-04-09,0,0,9,9
1474,u27,2013-04-10,5,12,7,15
1475,u27,2013-04-11,5,9,11,5
1476,u27,2013-04-12,9,12,10,12
1477,u27,2013-04-13,0,1,6,9
1478,u27,2013-04-14,13,5,11,10
1479,u27,2013-04-15,11,10,23,16
1480,u27,2013-04-16,7,6,6,15
1481,u27,2013-04-17,5,9,8,12
1482,u27,2013-04-18,6,7,8,9
1483,u27,2013-04-19,7,8,10,7
1484,u27,2013-04-20,6,7,6,7
1485,u27,2013-04-21,2,3,10,7
1486,u27,2013-04-22,20,13,17,16
1487,u27,2013-04-23,19,13,18,26
1488,u27,2013-04-24,14,7,8,13
1489,u27,2013-04-25,0,11,13,10
1490,u27,2013-04-26,8,9,11,10
1491,u27,2013-04-27,7,7,7,10
1492,u27,2013-04-28,6,6,10,8
1493,u27,2013-04-29,16,8,19,16
1494,u27,2013-04-30,8,11,24,13
1495,u27,2013-05-01,6,10,9,15
1496,u27,2013-05-02,8,14,12,10
1497,u27,2013-05-03,9,9,10,8
1498,u27,2013-05-04,11,0,5,15
1499,u27,2013-05-05,4,5,6,4
1500,u27,2013-05-06,8,8,9,8
1501,u27,2013-05-07,7,7,15,11
1502,u27,2013-05-08,5,9,6,13
1503,u27,2013-05-09,9,7,6,7
1504,u27,2013-05-10,5,7,7,5
1505,u27,2013-05-11,6,6,6,6
1506,u27,2013-05-12,6,6,7,7
1507,u27,2013-05-13,8,7,7,7
1508,u27,2013-05-14,6,6,15,8
1509,u27,2013-05-15,7,16,10,12
1510,u27,2013-05-16,8,8,9,8
1511,u27,2013-05-17,11,10,7,10
1512,u27,2013-05-18,8,10,17,8
1513,u27,2013-05-19,10,10,11,12
1514,u27,2013-05-20,9,8,17,16
1515,u27,2013-05-21,6,9,8,15
1516,u27,2013-05-22,8,10,9,8
1517,u27,2013-05-23,6,8,6,8
1518,u27,2013-05-24,6,6,6,6
1519,u27,2013-05-25,6,6,5,6
1520,u27,2013-05-26,9,7,10,5
1521,u27,2013-05-27,10,17,17,16
1522,u27,2013-05-28,10,12,27,22
1523,u27,2013-05-29,32,11,10,26
1524,u27,2013-05-30,5,6,6,11
1525,u27,2013-05-31,5,7,13,7
1526,u27,2013-06-01,3,0,5,6
1527,u27,2013-06-02,7,4,10,7
1528,u27,2013-06-03,11,4,0,6
1529,u30,2013-03-24,3,3,3,4
1530,u30,2013-03-25,3,3,3,3
1531,u30,2013-03-26,3,3,0,3
1532,u30,2013-03-27,0,2,8,0
1533,u30,2013-03-28,7,10,9,12
1534,u30,2013-03-29,7,9,10,8
1535,u30,2013-03-30,10,11,11,9
1536,u30,2013-03-31,13,14,15,13
1537,u30,2013-04-01,15,18,18,15
1538,u30,2013-04-02,18,18,18,18
1539,u30,2013-04-03,18,18,19,18
1540,u30,2013-04-04,17,18,18,16
1541,u30,2013-04-05,18,18,18,18
1542,u30,2013-04-06,18,18,18,18
1543,u30,2013-04-07,3,3,3,3
1544,u30,2013-04-08,3,7,10,3
1545,u30,2013-04-09,9,12,13,16
1546,u30,2013-04-10,16,22,10,17
1547,u30,2013-04-11,9,9,9,8
1548,u30,2013-04-12,10,10,12,10
1549,u30,2013-04-13,12,12,13,12
1550,u30,2013-04-14,13,19,18,13
1551,u30,2013-04-15,19,20,22,19
1552,u30,2013-04-16,25,27,27,36
1553,u30,2013-04-17,27,28,29,27
1554,u30,2013-04-18,29,29,29,29
1555,u30,2013-04-19,29,30,30,29
1556,u30,2013-04-20,29,30,31,30
1557,u30,2013-04-21,30,30,30,30
1558,u30,2013-04-22,30,31,32,30
1559,u30,2013-04-23,32,32,32,41
1560,u30,2013-04-24,32,32,32,32
1561,u30,2013-04-25,32,32,7,32
1562,u30,2013-04-26,0,8,8,7
1563,u30,2013-04-27,6,6,12,6
1564,u30,2013-04-28,11,12,12,11
1565,u30,2013-04-29,14,17,14,15
1566,u30,2013-04-30,4,5,5,17
1567,u30,2013-05-01,5,5,5,5
1568,u30,2013-05-02,5,5,5,5
1569,u30,2013-05-03,5,6,5,5
1570,u30,2013-05-04,6,1,4,6
1571,u30,2013-05-05,4,4,4,4
1572,u30,2013-05-06,4,4,11,4
1573,u30,2013-05-07,7,7,7,8
1574,u30,2013-05-08,7,9,7,7
1575,u30,2013-05-09,7,7,7,7
1576,u30,2013-05-10,7,7,7,7
1577,u30,2013-05-11,7,7,7,7
1578,u30,2013-05-12,7,10,8,7
1579,u30,2013-05-13,9,15,14,10
1580,u30,2013-05-14,10,10,10,10
1581,u30,2013-05-15,13,18,12,14
1582,u30,2013-05-16,12,12,12,12
1583,u30,2013-05-19,0,0,1,0
1584,u30,2013-05-20,3,3,6,3
1585,u30,2013-05-21,9,16,12,13
1586,u30,2013-05-22,13,3,5,13
1587,u30,2013-05-23,3,4,4,5
1588,u30,2013-05-24,4,4,4,4
1589,u30,2013-05-25,4,4,4,4
1590,u30,2013-05-26,4,7,6,5
1591,u30,2013-05-27,7,7,7,10
1592,u30,2013-05-28,4,6,8,4
1593,u30,2013-05-29,20,15,13,14
1594,u30,2013-05-30,13,14,14,13
1595,u30,2013-05-31,13,15,14,15
1596,u30,2013-06-01,14,14,0,14
1597,u31,2013-03-24,5,5,5,3
1598,u31,2013-03-25,5,5,5,5
1599,u31,2013-03-26,5,5,0,5
1600,u31,2013-03-27,0,1,17,0
1601,u31,2013-03-28,29,20,24,11
1602,u31,2013-03-29,16,20,21,16
1603,u31,2013-03-30,21,21,25,21
1604,u31,2013-03-31,22,26,26,21
1605,u31,2013-04-01,25,27,46,25
1606,u31,2013-04-02,16,21,27,20
1607,u31,2013-04-03,25,24,16,22
1608,u31,2013-04-04,15,20,28,19
1609,u31,2013-04-05,22,34,23,23
1610,u31,2013-04-06,9,12,29,7
1611,u31,2013-04-07,15,18,16,14
1612,u31,2013-04-08,19,23,29,19
1613,u31,2013-04-09,21,23,28,22
1614,u31,2013-04-10,28,31,32,26
1615,u31,2013-04-11,28,32,37,30
1616,u31,2013-04-12,23,26,18,14
1617,u31,2013-04-13,18,19,10,17
1618,u31,2013-04-14,15,16,32,22
1619,u31,2013-04-15,24,24,36,30
1620,u31,2013-04-16,23,23,23,29
1621,u31,2013-04-17,23,23,26,25
1622,u31,2013-04-18,26,37,21,26
1623,u31,2013-04-19,20,18,19,14
1624,u31,2013-04-20,18,19,23,22
1625,u31,2013-04-21,4,7,22,15
1626,u31,2013-04-22,33,29,32,24
1627,u31,2013-04-23,25,12,12,40
1628,u31,2013-04-24,15,15,15,15
1629,u31,2013-04-25,16,23,20,18
1630,u31,2013-04-26,13,18,16,14
1631,u31,2013-04-27,17,18,19,17
1632,u31,2013-04-28,20,23,17,19
1633,u31,2013-04-29,23,11,30,15
1634,u31,2013-04-30,17,17,18,27
1635,u31,2013-05-01,24,25,25,27
1636,u31,2013-05-02,26,27,27,26
1637,u31,2013-05-03,10,15,13,31
1638,u31,2013-05-04,15,20,9,15
1639,u31,2013-05-05,10,12,10,10
1640,u31,2013-05-06,15,20,13,10
1641,u31,2013-05-07,14,15,18,18
1642,u31,2013-05-08,11,15,14,30
1643,u31,2013-05-09,4,6,13,14
1644,u31,2013-05-10,13,13,16,12
1645,u31,2013-05-11,8,12,6,6
1646,u31,2013-05-12,9,13,27,9
1647,u31,2013-05-13,17,27,12,14
1648,u31,2013-05-14,11,15,21,7
1649,u31,2013-05-15,14,22,13,15
1650,u31,2013-05-16,13,19,8,13
1651,u31,2013-05-17,5,6,7,5
1652,u31,2013-05-18,7,9,18,7
1653,u31,2013-05-19,8,9,13,16
1654,u31,2013-05-20,16,17,25,14
1655,u31,2013-05-21,13,18,18,13
1656,u31,2013-05-22,10,15,11,25
1657,u31,2013-05-23,11,12,21,11
1658,u31,2013-05-24,0,0,17,0
1659,u31,2013-05-25,19,22,25,18
1660,u31,2013-05-26,8,8,0,9
1661,u31,2013-05-29,0,23,0,0
1662,u31,2013-05-30,24,0,0,0
1663,u32,2013-03-24,3,3,3,3
1664,u32,2013-03-25,3,3,3,3
1665,u32,2013-03-26,3,3,3,3
1666,u32,2013-03-27,3,3,7,3
1667,u32,2013-03-28,3,5,8,7
1668,u32,2013-03-29,4,4,8,4
1669,u32,2013-03-30,4,4,5,3
1670,u32,2013-03-31,5,8,8,5
1671,u32,2013-04-01,5,13,15,13
1672,u32,2013-04-02,5,6,7,14
1673,u32,2013-04-03,3,9,10,8
1674,u32,2013-04-04,8,12,14,8
1675,u32,2013-04-05,5,7,8,16
1676,u32,2013-04-06,8,8,9,8
1677,u32,2013-04-07,7,7,12,7
1678,u32,2013-04-08,3,5,16,9
1679,u32,2013-04-09,9,11,12,8
1680,u32,2013-04-10,15,18,18,15
1681,u32,2013-04-11,17,19,19,17
1682,u32,2013-04-12,20,22,11,20
1683,u32,2013-04-13,10,10,11,12
1684,u32,2013-04-14,11,17,29,11
1685,u32,2013-04-15,8,15,9,17
1686,u32,2013-04-16,6,7,8,11
1687,u32,2013-04-17,8,13,19,8
1688,u32,2013-04-18,10,12,4,11
1689,u32,2013-04-19,6,9,12,6
1690,u32,2013-04-20,5,5,9,5
1691,u32,2013-04-21,8,16,21,8
1692,u32,2013-04-22,5,12,22,16
1693,u32,2013-04-23,10,16,5,10
1694,u32,2013-04-24,0,6,8,5
1695,u32,2013-04-25,9,13,12,9
1696,u32,2013-04-26,5,7,9,17
1697,u32,2013-04-27,4,5,11,4
1698,u32,2013-04-28,9,15,27,9
1699,u32,2013-04-29,16,18,21,18
1700,u32,2013-04-30,4,8,11,29
1701,u32,2013-05-01,6,6,6,6
1702,u32,2013-05-02,6,6,7,6
1703,u32,2013-05-03,7,7,7,7
1704,u32,2013-05-04,7,7,0,7
1705,u32,2013-05-06,8,13,6,10
1706,u32,2013-05-07,4,8,11,10
1707,u32,2013-05-08,9,9,9,9
1708,u32,2013-05-09,2,3,6,10
1709,u32,2013-05-10,5,5,6,5
1710,u32,2013-05-11,2,2,2,2
1711,u32,2013-05-12,2,2,5,2
1712,u32,2013-05-13,2,12,11,2
1713,u32,2013-05-14,8,16,9,8
1714,u32,2013-05-15,7,7,7,7
1715,u32,2013-05-16,10,10,10,10
1716,u32,2014-01-17,0,0,0,13
1717,u33,2013-03-24,4,4,4,4
1718,u33,2013-03-25,4,4,4,4
1719,u33,2013-03-26,4,4,0,4
1720,u33,2013-03-27,0,0,20,0
1721,u33,2013-03-28,29,30,36,25
1722,u33,2013-03-29,36,38,40,37
1723,u33,2013-03-30,40,41,38,37
1724,u33,2013-03-31,40,40,41,41
1725,u33,2013-04-01,43,51,46,42
1726,u33,2013-04-02,45,45,44,49
1727,u33,2013-04-03,45,46,44,51
1728,u33,2013-04-04,45,46,45,47
1729,u33,2013-04-05,46,51,50,46
1730,u33,2013-04-06,51,51,58,51
1731,u33,2013-04-07,52,54,56,64
1732,u33,2013-04-08,54,56,60,59
1733,u33,2013-04-09,52,53,56,64
1734,u33,2013-04-10,57,59,58,57
1735,u33,2013-04-11,54,54,57,59
1736,u33,2013-04-12,57,59,61,58
1737,u33,2013-04-13,59,58,62,58
1738,u33,2013-04-14,60,61,71,64
1739,u33,2013-04-15,37,30,31,38
1740,u33,2013-04-16,34,34,37,33
1741,u33,2013-04-17,35,39,49,34
1742,u33,2013-04-18,44,44,43,46
1743,u33,2013-04-19,44,44,45,44
1744,u33,2013-04-20,45,45,46,46
1745,u33,2013-04-21,47,45,48,45
1746,u33,2013-04-22,46,49,48,47
1747,u33,2013-04-23,57,50,51,47
1748,u33,2013-04-24,46,46,50,48
1749,u33,2013-04-25,48,47,47,48
1750,u33,2013-04-26,48,51,51,48
1751,u33,2013-04-27,51,53,53,51
1752,u33,2013-04-28,54,55,55,56
1753,u33,2013-04-29,52,57,55,52
1754,u33,2013-04-30,57,54,57,54
1755,u33,2013-05-01,58,56,74,56
1756,u33,2013-05-02,19,20,21,18
1757,u33,2013-05-03,28,29,28,23
1758,u33,2013-05-04,26,27,28,26
1759,u33,2013-05-05,26,27,31,28
1760,u33,2013-05-06,34,34,34,34
1761,u33,2013-05-07,35,35,41,34
1762,u33,2013-05-08,38,15,18,36
1763,u33,2013-05-09,21,21,22,21
1764,u33,2013-05-10,25,24,27,22
1765,u33,2013-05-11,28,26,27,28
1766,u33,2013-05-12,26,26,26,26
1767,u33,2013-05-13,27,32,31,26
1768,u33,2013-05-14,31,33,35,32
1769,u33,2013-05-15,37,40,38,37
1770,u33,2013-05-16,38,40,38,37
1771,u33,2013-05-17,39,39,37,42
1772,u33,2013-05-18,37,0,0,37
1773,u33,2013-05-22,0,0,8,0
1774,u33,2013-05-23,0,0,0,12
1775,u34,2013-03-24,7,6,6,5
1776,u34,2013-03-25,6,6,6,6
1777,u34,2013-03-26,6,7,5,6
1778,u34,2013-03-27,5,5,14,5
1779,u34,2013-03-28,10,13,8,10
1780,u34,2013-03-29,2,4,0,4
1781,u34,2013-03-31,0,5,6,0
1782,u34,2013-04-01,5,10,12,5
1783,u34,2013-04-02,9,10,13,10
1784,u34,2013-04-03,10,11,13,12
1785,u34,2013-04-04,13,1,8,17
1786,u34,2013-04-05,2,3,7,6
1787,u34,2013-04-06,3,3,3,4
1788,u34,2013-04-07,3,3,3,3
1789,u34,2013-04-08,0,6,8,0
1790,u34,2013-04-09,4,4,4,4
1791,u34,2013-04-10,3,0,0,4
1792,u34,2013-04-11,2,3,3,2
1793,u34,2013-04-12,3,3,4,3
1794,u34,2013-04-13,4,4,4,4
1795,u34,2013-04-14,0,0,0,4
1796,u34,2013-04-15,13,6,14,5
1797,u34,2013-04-16,6,6,0,6
1798,u34,2013-04-17,0,0,1,0
1799,u34,2013-04-18,2,2,2,2
1800,u34,2013-04-19,0,2,3,2
1801,u34,2013-04-20,2,2,2,2
1802,u34,2013-04-21,2,2,0,2
1803,u34,2013-04-22,3,6,15,7
1804,u34,2013-04-23,5,5,5,9
1805,u34,2013-04-24,5,5,5,5
1806,u34,2013-04-25,0,0,0,5
1807,u34,2013-04-27,0,0,4,0
1808,u34,2013-04-28,4,4,11,4
1809,u34,2013-04-29,5,14,5,9
1810,u34,2013-04-30,4,4,0,4
1811,u34,2013-05-06,0,1,4,0
1812,u34,2013-05-07,0,0,6,0
1813,u34,2013-05-08,2,2,2,2
1814,u34,2013-05-09,2,2,0,2
1815,u34,2013-05-10,0,3,3,0
1816,u34,2013-05-11,3,3,3,3
1817,u34,2013-05-12,3,3,5,3
1818,u34,2013-05-13,1,5,6,3
1819,u34,2013-05-14,4,5,8,6
1820,u34,2013-05-15,8,16,9,8
1821,u34,2013-05-19,0,2,8,0
1822,u34,2013-05-20,0,0,6,6
1823,u35,2013-03-24,5,5,5,4
1824,u35,2013-03-25,5,5,5,5
1825,u35,2013-03-26,5,5,5,5
1826,u35,2013-03-27,5,5,5,5
1827,u35,2013-03-28,0,5,5,0
1828,u35,2013-03-29,4,6,5,5
1829,u35,2013-03-30,4,5,6,5
1830,u35,2013-03-31,4,5,6,5
1831,u35,2013-04-01,1,6,7,5
1832,u35,2013-04-02,1,2,3,2
1833,u35,2013-04-03,1,2,6,3
1834,u35,2013-04-04,4,7,7,6
1835,u35,2013-04-05,2,3,8,3
1836,u35,2013-04-06,3,4,13,6
1837,u35,2013-04-07,1,3,1,7
1838,u35,2013-04-08,2,6,5,6
1839,u35,2013-04-09,3,6,2,4
1840,u35,2013-04-10,2,5,5,3
1841,u35,2013-04-11,3,4,5,4
1842,u35,2013-04-12,3,5,8,7
1843,u35,2013-04-13,3,4,4,4
1844,u35,2013-04-14,4,4,7,4
1845,u35,2013-04-15,2,6,5,10
1846,u35,2013-04-16,5,6,4,5
1847,u35,2013-04-17,4,5,6,4
1848,u35,2013-04-18,3,7,7,5
1849,u35,2013-04-19,6,7,5,6
1850,u35,2013-04-20,4,4,4,4
1851,u35,2013-04-21,4,7,8,4
1852,u35,2013-04-22,4,6,16,3
1853,u35,2013-04-23,4,4,4,5
1854,u35,2013-04-24,4,4,4,4
1855,u35,2013-04-25,4,5,4,3
1856,u35,2013-04-26,4,4,4,3
1857,u35,2013-04-27,5,4,10,4
1858,u35,2013-04-28,3,6,12,3
1859,u35,2013-04-29,3,13,9,7
1860,u35,2013-04-30,5,5,6,5
1861,u35,2013-05-01,5,5,5,5
1862,u35,2013-05-02,5,6,7,6
1863,u35,2013-05-03,3,4,4,4
1864,u35,2013-05-04,3,4,7,4
1865,u35,2013-05-05,6,5,5,12
1866,u35,2013-05-06,5,5,9,5
1867,u35,2013-05-07,4,4,6,4
1868,u35,2013-05-08,2,3,3,2
1869,u35,2013-05-09,2,2,2,2
1870,u35,2013-05-10,2,2,3,2
1871,u35,2013-05-11,1,2,6,5
1872,u35,2013-05-12,3,4,7,3
1873,u35,2013-05-13,3,3,3,3
1874,u35,2013-05-14,3,5,7,4
1875,u35,2013-05-15,3,9,6,6
1876,u35,2013-05-16,1,2,2,6
1877,u35,2013-05-17,1,3,2,2
1878,u35,2013-05-18,2,2,2,2
1879,u35,2013-05-19,1,4,4,2
1880,u35,2013-05-20,2,2,2,2
1881,u35,2013-05-21,2,2,2,2
1882,u35,2013-05-22,2,2,2,2
1883,u35,2013-05-23,2,2,2,2
1884,u35,2013-05-24,2,4,8,2
1885,u35,2013-05-25,5,5,8,5
1886,u35,2013-05-26,2,8,4,2
1887,u35,2013-05-27,5,9,7,7
1888,u35,2013-05-28,2,3,3,5
1889,u35,2013-05-29,3,4,4,8
1890,u35,2013-05-30,4,4,4,4
1891,u35,2013-05-31,4,0,4,4
1892,u36,2013-03-24,5,5,5,5
1893,u36,2013-03-25,5,5,5,5
1894,u36,2013-03-26,5,5,5,5
1895,u36,2013-03-27,5,5,5,5
1896,u36,2013-03-28,0,1,6,0
1897,u36,2013-03-29,6,7,10,8
1898,u36,2013-03-30,10,12,14,13
1899,u36,2013-03-31,6,11,16,8
1900,u36,2013-04-01,5,9,13,4
1901,u36,2013-04-02,10,17,16,13
1902,u36,2013-04-03,15,16,14,16
1903,u36,2013-04-04,14,15,8,16
1904,u36,2013-04-05,12,12,12,12
1905,u36,2013-04-06,10,13,13,12
1906,u36,2013-04-07,13,15,17,16
1907,u36,2013-04-08,18,19,19,18
1908,u36,2013-04-09,17,17,17,18
1909,u36,2013-04-10,18,19,21,20
1910,u36,2013-04-11,21,23,21,21
1911,u36,2013-04-12,21,21,24,22
1912,u36,2013-04-13,22,23,22,22
1913,u36,2013-04-14,22,23,27,23
1914,u36,2013-04-15,19,19,22,22
1915,u36,2013-04-16,6,10,13,7
1916,u36,2013-04-17,13,15,18,13
1917,u36,2013-04-18,16,16,20,16
1918,u36,2013-04-19,19,4,5,20
1919,u36,2013-04-20,6,6,6,6
1920,u36,2013-04-21,6,13,7,6
1921,u36,2013-04-22,9,10,12,12
1922,u36,2013-04-23,11,13,11,11
1923,u36,2013-04-24,12,12,13,12
1924,u36,2013-04-25,11,11,12,11
1925,u36,2013-04-26,11,15,7,11
1926,u36,2013-04-27,10,10,13,10
1927,u36,2013-04-28,14,14,15,16
1928,u36,2013-04-29,15,15,7,16
1929,u36,2013-04-30,10,14,14,10
1930,u36,2013-05-01,14,17,15,17
1931,u36,2013-05-02,20,21,21,22
1932,u36,2013-05-03,18,19,26,18
1933,u36,2013-05-04,0,10,10,19
1934,u36,2013-05-05,4,8,10,9
1935,u36,2013-05-06,11,14,15,11
1936,u36,2013-05-07,15,16,17,15
1937,u36,2013-05-08,17,20,22,17
1938,u36,2013-05-09,5,8,8,5
1939,u36,2013-05-10,8,8,9,8
1940,u36,2013-05-11,9,11,10,9
1941,u36,2013-05-12,10,13,5,12
1942,u36,2013-05-13,5,9,10,6
1943,u36,2013-05-14,6,12,22,6
1944,u36,2013-05-15,11,13,17,18
1945,u36,2013-05-16,16,17,19,18
1946,u36,2013-05-17,17,18,18,19
1947,u36,2013-05-18,14,2,2,15
1948,u36,2013-05-19,3,4,5,2
1949,u36,2013-05-20,2,6,7,2
1950,u36,2013-05-21,3,9,6,9
1951,u36,2013-05-22,7,10,13,7
1952,u36,2013-05-23,10,10,10,10
1953,u36,2013-05-24,10,11,10,10
1954,u36,2013-05-25,11,13,12,10
1955,u36,2013-05-26,12,13,17,12
1956,u36,2013-05-27,4,8,9,15
1957,u36,2013-05-28,9,5,6,9
1958,u36,2013-05-29,7,9,8,7
1959,u36,2013-05-30,8,8,8,9
1960,u36,2013-05-31,1,3,2,8
1961,u36,2013-06-01,3,6,8,3
1962,u36,2013-06-02,7,8,8,7
1963,u36,2013-06-03,8,9,8,8
1964,u36,2013-06-04,8,12,12,8
1965,u36,2013-06-05,12,14,13,12
1966,u36,2013-06-06,13,3,6,13
1967,u36,2013-06-07,4,4,7,6
1968,u36,2013-06-08,8,1,2,8
1969,u36,2013-06-09,0,8,9,2
1970,u36,2013-06-10,10,10,0,10
1971,u39,2013-03-24,5,3,2,7
1972,u39,2013-03-25,2,2,2,2
1973,u39,2013-03-26,2,2,0,2
1974,u39,2013-03-27,0,0,1,0
1975,u39,2013-03-28,0,0,7,0
1976,u39,2013-03-29,8,8,8,11
1977,u39,2013-04-02,0,6,10,0
1978,u39,2013-04-03,5,6,8,6
1979,u39,2013-04-04,6,6,6,6
1980,u39,2013-04-05,6,7,7,6
1981,u39,2013-04-06,7,7,7,7
1982,u39,2013-04-09,0,0,3,0
1983,u39,2013-04-10,4,7,5,6
1984,u39,2013-04-11,5,5,0,6
1985,u39,2013-04-13,2,3,3,3
1986,u39,2013-04-14,3,4,4,5
1987,u39,2013-04-15,4,4,4,5
1988,u39,2013-04-16,4,4,4,4
1989,u39,2013-04-17,6,6,6,9
1990,u39,2013-04-18,6,6,6,6
1991,u39,2013-04-19,6,6,6,6
1992,u39,2013-04-20,6,6,6,6
1993,u39,2013-04-21,6,6,6,6
1994,u39,2013-04-22,6,6,6,6
1995,u39,2013-04-23,6,6,6,6
1996,u39,2013-04-24,6,8,6,6
1997,u39,2013-04-25,6,7,7,9
1998,u41,2013-03-24,7,7,6,5
1999,u41,2013-03-25,6,6,6,6
2000,u41,2013-03-26,6,7,6,6
2001,u41,2013-03-27,6,6,6,6
2002,u41,2013-03-28,0,0,18,0
2003,u41,2013-03-29,10,12,18,22
2004,u41,2013-03-30,13,13,13,13
2005,u41,2013-03-31,12,13,18,12
2006,u41,2013-04-01,16,17,17,16
2007,u41,2013-04-02,17,18,18,17
2008,u41,2013-04-03,0,2,8,0
2009,u41,2013-04-04,9,11,8,13
2010,u41,2013-04-05,7,8,7,17
2011,u41,2013-04-06,7,7,11,7
2012,u41,2013-04-07,7,0,0,7
2013,u41,2013-04-09,3,5,5,3
2014,u41,2013-04-10,5,5,9,5
2015,u41,2013-04-11,14,15,15,11
2016,u41,2013-04-12,13,13,15,13
2017,u41,2013-04-13,13,17,32,13
2018,u41,2013-04-14,14,15,28,17
2019,u41,2013-04-15,16,16,16,16
2020,u41,2013-04-16,16,16,16,17
2021,u41,2013-04-17,0,0,0,16
2022,u41,2013-04-19,0,6,6,0
2023,u41,2013-04-20,6,6,8,6
2024,u41,2013-04-21,8,8,19,8
2025,u41,2013-04-22,6,8,11,11
2026,u41,2013-04-23,5,5,5,18
2027,u41,2013-04-24,5,5,8,5
2028,u41,2013-04-25,4,5,10,11
2029,u41,2013-04-26,9,12,9,28
2030,u41,2013-04-27,9,9,14,9
2031,u41,2013-04-28,14,10,29,28
2032,u41,2013-04-29,5,11,22,21
2033,u41,2013-04-30,10,11,11,10
2034,u41,2013-05-01,11,11,11,11
2035,u41,2013-05-08,19,14,13,12
2036,u41,2013-05-09,13,13,0,13
2037,u41,2013-05-10,0,3,5,0
2038,u41,2013-05-11,0,0,7,0
2039,u41,2013-05-12,6,7,15,8
